"Player","ID","season","cut","misc","postup","prman","putback","transition","handoff","offscreen","prhandler","spotup","isolation"
"Al-FarouqAminu","202329",2018,38,36,NA,88,51,92,16,10,11,329,17
"PaulGeorge","202331",2018,36,71,41,37,28,289,70,243,435,275,199
"EdDavis","202334",2018,108,48,22,83,112,14,NA,NA,NA,10,NA
"PatrickPatterson","202335",2018,14,19,20,64,17,47,NA,NA,NA,140,NA
"LukeBabbitt","202337",2018,NA,11,NA,33,NA,21,11,16,NA,126,NA
"EricBledsoe","202339",2018,30,88,13,NA,28,301,38,21,460,247,95
"AveryBradley","202340",2018,50,33,NA,NA,15,121,223,80,71,124,20
"TrevorBooker","202344",2018,66,17,52,78,70,46,NA,NA,NA,65,NA
"JordanCrawford","202348",2018,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
"HassanWhiteside","202355",2018,119,61,156,162,140,32,NA,NA,NA,38,25
"NemanjaBjelica","202357",2018,32,25,NA,24,34,73,15,14,19,184,15
"LanceStephenson","202362",2018,14,45,NA,NA,34,138,30,15,304,185,124
"TimofeyMozgov","202389",2018,26,10,22,31,18,11,NA,NA,NA,20,NA
"JeremyLin","202391",2018,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
"IshSmith","202397",2018,27,43,NA,NA,10,242,74,NA,355,132,68
"LanceThomas","202498",2018,32,23,NA,18,28,41,NA,NA,NA,148,11
"KyrieIrving","202681",2018,44,50,32,NA,13,182,146,126,404,112,212
"EnesFreedom","202683",2018,135,67,219,170,223,62,NA,NA,NA,19,14
"TristanThompson","202684",2018,78,29,14,58,77,34,NA,NA,NA,15,NA
"JonasValanciunas","202685",2018,172,70,152,233,130,41,NA,NA,NA,66,26
"BismackBiyombo","202687",2018,171,65,23,122,85,26,NA,NA,NA,13,NA
"KembaWalker","202689",2018,15,74,NA,NA,16,275,77,88,860,194,111
"KlayThompson","202691",2018,108,59,54,12,15,257,75,450,97,160,59
"AlecBurks","202692",2018,25,20,NA,NA,NA,88,46,22,125,136,60
"MarkieffMorris","202693",2018,79,71,156,131,37,80,NA,48,NA,200,51
"MarcusMorris Sr.","202694",2018,30,42,97,65,21,87,51,43,42,168,93
"KawhiLeonard","202695",2018,NA,NA,11,NA,NA,22,NA,NA,44,26,20
"NikolaVucevic","202696",2018,117,60,180,233,73,89,14,25,NA,164,29
"ImanShumpert","202697",2018,NA,NA,NA,NA,NA,NA,NA,NA,17,18,18
"TobiasHarris","202699",2018,42,34,114,46,30,198,127,77,195,395,154
"KennethFaried","202702",2018,39,20,23,23,48,32,NA,NA,NA,NA,NA
"NikolaMirotic","202703",2018,61,51,108,57,38,128,31,53,28,212,39
"ReggieJackson","202704",2018,NA,35,NA,NA,NA,99,57,NA,368,59,89
"MarShonBrooks","202705",2018,NA,NA,NA,NA,NA,20,NA,NA,33,16,37
"CoryJoseph","202709",2018,12,45,NA,NA,10,109,56,16,255,182,46
"JimmyButler","202710",2018,64,67,100,14,44,145,73,28,376,142,154
"BojanBogdanovic","202711",2018,44,38,27,17,14,269,65,220,72,232,41
"ShelvinMack","202714",2018,11,25,NA,NA,11,78,43,NA,221,115,34
"ChandlerParsons","202718",2018,NA,10,NA,NA,NA,41,NA,12,79,91,NA
"JonLeuer","202720",2018,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"DavisBertans","202722",2018,22,26,NA,40,NA,61,16,14,11,215,NA
"DeAndreLiggins","202732",2018,NA,NA,NA,NA,NA,15,NA,NA,NA,44,NA
"E'TwaunMoore","202734",2018,58,40,11,10,33,264,51,108,73,285,31
"IsaiahThomas","202738",2018,NA,31,NA,NA,NA,105,42,27,226,84,40
"DwightBuycks","202779",2018,12,20,NA,NA,NA,29,10,NA,124,27,32
"AnthonyDavis","203076",2018,215,120,350,266,139,253,28,106,27,230,142
"MichaelKidd-Gilchrist","203077",2018,85,19,30,NA,33,175,27,NA,41,246,26
"BradleyBeal","203078",2018,73,90,20,NA,26,276,128,286,510,179,236
"DionWaiters","203079",2018,NA,13,NA,NA,NA,64,38,33,166,105,89
"DamianLillard","203081",2018,37,73,NA,NA,28,195,128,95,867,112,290
"TerrenceRoss","203082",2018,NA,14,NA,NA,NA,43,37,29,27,72,NA
"AndreDrummond","203083",2018,201,163,165,140,335,111,NA,NA,NA,38,104
"HarrisonBarnes","203084",2018,54,43,244,72,40,100,25,151,145,263,318
"AustinRivers","203085",2018,29,24,NA,NA,NA,82,59,22,389,155,215
"JeremyLamb","203087",2018,47,44,NA,NA,26,122,47,111,349,171,83
"JohnHenson","203089",2018,238,59,43,109,92,62,NA,NA,NA,42,NA
"MauriceHarkless","203090",2018,47,20,44,NA,34,49,12,10,NA,117,14
"TylerZeller","203092",2018,91,24,15,122,72,35,NA,NA,NA,39,NA
"EvanFournier","203095",2018,48,43,NA,NA,14,143,121,195,173,189,38
"MilesPlumlee","203101",2018,74,34,17,80,35,15,NA,NA,NA,11,NA
"TomasSatoransky","203107",2018,31,42,NA,NA,24,98,28,16,103,141,23
"JaeCrowder","203109",2018,81,33,18,41,32,158,25,44,39,301,10
"DraymondGreen","203110",2018,117,108,65,72,42,178,NA,17,34,218,40
"QuincyAcy","203112",2018,10,31,NA,147,11,34,NA,NA,NA,200,NA
"KhrisMiddleton","203114",2018,31,74,124,42,20,291,87,130,319,331,149
"WillBarton","203115",2018,56,69,NA,NA,47,295,71,13,340,248,124
"MikeScott","203118",2018,82,29,78,132,32,56,NA,27,11,161,16
"DariusMiller","203121",2018,NA,22,NA,NA,NA,89,43,107,42,236,19
"KyleO'Quinn","203124",2018,91,80,37,139,71,35,NA,NA,NA,54,31
"MirzaTeletovic","203141",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
"KentBazemore","203145",2018,25,53,NA,NA,17,123,85,109,269,180,48
"WillieReed","203186",2018,46,17,16,39,24,12,NA,NA,NA,NA,NA
"JustinHoliday","203200",2018,51,49,NA,NA,23,140,151,87,106,311,15
"JaMychalGreen","203210",2018,98,38,61,51,103,67,NA,NA,NA,164,22
"AronBaynes","203382",2018,122,72,83,114,84,14,NA,NA,NA,72,NA
"NerlensNoel","203457",2018,37,17,NA,39,27,14,NA,NA,NA,NA,NA
"AlexLen","203458",2018,119,61,72,118,123,32,NA,NA,NA,22,10
"AllenCrabbe","203459",2018,19,28,NA,NA,NA,141,139,226,64,289,29
"AndreRoberson","203460",2018,62,20,NA,NA,32,42,NA,NA,NA,43,NA
"BenMcLemore","203463",2018,40,34,NA,NA,16,78,35,60,55,137,NA
"CJMcCollum","203468",2018,28,57,NA,NA,32,245,142,206,581,231,228
"CodyZeller","203469",2018,42,30,NA,55,34,15,NA,17,NA,22,NA
"DennisSchroder","203471",2018,NA,58,NA,NA,NA,105,104,109,701,122,216
"DewayneDedmon","203473",2018,92,59,12,154,53,45,NA,10,NA,151,NA
"GorguiDieng","203476",2018,56,41,31,119,45,38,NA,NA,NA,155,NA
"IsaiahCanaan","203477",2018,NA,10,NA,NA,NA,23,12,NA,81,35,20
"KellyOlynyk","203482",2018,57,89,79,144,45,88,44,73,19,192,30
"KentaviousCaldwell-Pope","203484",2018,43,38,NA,NA,29,247,66,174,111,225,31
"MasonPlumlee","203486",2018,140,70,94,90,68,49,NA,NA,NA,19,19
"MichaelCarter-Williams","203487",2018,19,23,NA,NA,13,37,23,NA,101,78,23
"MikeMuscala","203488",2018,35,30,NA,96,45,38,NA,14,NA,114,NA
"OttoPorter Jr.","203490",2018,83,42,35,41,57,176,46,111,120,267,39
"ReggieBullock","203493",2018,69,19,NA,NA,14,99,161,58,38,154,NA
"RobertCovington","203496",2018,59,71,NA,18,27,267,87,83,31,366,NA
"RudyGobert","203497",2018,211,84,24,161,107,51,NA,NA,NA,20,NA
"ShabazzMuhammad","203498",2018,NA,NA,NA,NA,NA,19,NA,NA,NA,12,12
"ShaneLarkin","203499",2018,NA,10,NA,NA,NA,30,18,14,114,48,26
"StevenAdams","203500",2018,210,90,109,233,240,86,NA,NA,NA,NA,NA
"TimHardaway Jr.","203501",2018,49,47,NA,NA,24,235,72,119,193,227,55
"TonySnell","203503",2018,17,12,NA,NA,NA,110,56,34,31,202,14
"TreyBurke","203504",2018,NA,22,NA,NA,NA,65,27,14,190,63,56
"VictorOladipo","203506",2018,34,74,NA,NA,24,353,125,109,646,173,176
"GiannisAntetokounmpo","203507",2018,154,87,236,110,114,421,37,23,214,239,265
"JamesEnnis III","203516",2018,49,23,NA,NA,38,115,48,10,30,138,NA
"AlexAbrines","203518",2018,NA,16,NA,NA,12,53,11,30,22,164,10
"MatthewDellavedova","203521",2018,NA,26,NA,NA,NA,23,NA,NA,73,59,NA
"SolomonHill","203524",2018,NA,NA,NA,NA,NA,13,NA,NA,NA,19,NA
"RaulNeto","203526",2018,NA,10,NA,NA,NA,32,14,NA,69,53,13
"IanClark","203546",2018,32,18,NA,NA,NA,114,31,56,130,163,13
"TroyDaniels","203584",2018,14,25,NA,NA,NA,85,116,186,50,163,10
"RodneyMcGruder","203585",2018,10,NA,NA,NA,NA,19,NA,NA,NA,24,NA
"JonathonSimmons","203613",2018,31,35,36,NA,35,150,67,38,321,211,83
"JamalCrawford","2037",2018,NA,35,NA,NA,NA,120,51,29,271,185,174
"JoshMagette","203705",2018,NA,NA,NA,NA,NA,NA,NA,NA,31,13,NA
"C.J.Williams","203710",2018,22,10,NA,NA,NA,42,12,NA,26,88,11
"ShabazzNapier","203894",2018,16,30,NA,NA,NA,86,40,49,255,112,76
"ZachLaVine","203897",2018,NA,NA,NA,NA,NA,71,41,32,185,37,50
"TylerEnnis","203898",2018,13,20,NA,NA,NA,43,18,NA,109,43,25
"ElfridPayton","203901",2018,27,59,NA,NA,21,218,17,NA,354,117,51
"JordanClarkson","203903",2018,35,45,NA,NA,28,189,78,80,414,149,103
"GaryHarris","203914",2018,64,36,NA,NA,12,207,245,77,154,252,37
"SpencerDinwiddie","203915",2018,NA,65,NA,NA,20,111,33,33,417,187,202
"NikStauskas","203917",2018,NA,NA,NA,NA,NA,32,15,19,44,60,NA
"RodneyHood","203918",2018,12,13,NA,10,NA,126,112,87,228,166,79
"KhemBirch","203920",2018,47,12,15,37,40,12,NA,NA,NA,13,NA
"GlennRobinson III","203922",2018,13,NA,NA,NA,NA,15,NA,10,10,36,NA
"JeramiGrant","203924",2018,63,28,49,165,41,77,NA,NA,NA,158,26
"JoeHarris","203925",2018,54,31,NA,NA,28,121,85,122,48,252,NA
"DougMcDermott","203926",2018,92,23,NA,NA,20,69,24,144,25,177,NA
"SeanKilpatrick","203930",2018,NA,NA,NA,NA,NA,49,11,NA,64,67,10
"AaronGordon","203932",2018,62,41,96,56,53,214,50,71,100,227,96
"T.J.Warren","203933",2018,129,43,79,NA,104,279,46,171,176,145,76
"MarcusSmart","203935",2018,20,59,47,NA,22,82,37,22,202,148,62
"KyleAnderson","203937",2018,80,42,16,NA,57,88,29,NA,93,137,42
"DwightPowell","203939",2018,153,47,22,152,48,39,NA,12,NA,85,11
"NoahVonleh","203943",2018,43,10,28,37,38,22,NA,NA,NA,84,NA
"JuliusRandle","203944",2018,122,92,272,153,134,252,12,NA,18,129,110
"JohnnyO'Bryant III","203948",2018,25,13,36,37,11,13,NA,NA,NA,46,12
"AndrewWiggins","203952",2018,94,53,157,24,51,204,127,30,371,329,138
"JabariParker","203953",2018,43,19,12,20,23,75,12,NA,56,96,38
"JoelEmbiid","203954",2018,112,111,593,125,98,108,17,32,27,173,99
"DanteExum","203957",2018,NA,NA,NA,NA,NA,25,NA,NA,39,26,11
"JaKarrSampson","203960",2018,19,NA,11,NA,17,14,NA,NA,NA,17,NA
"EricMoreland","203961",2018,51,27,NA,30,28,19,NA,NA,NA,NA,NA
"JoshHuestis","203962",2018,20,NA,NA,NA,23,26,NA,NA,NA,117,NA
"JamilWilson","203966",2018,NA,NA,NA,12,NA,13,NA,10,NA,49,NA
"DarioSaric","203967",2018,125,51,90,51,73,195,36,83,30,355,36
"ClintCapela","203991",2018,240,60,32,286,124,108,NA,NA,NA,10,20
"BogdanBogdanovic","203992",2018,33,60,19,NA,NA,106,96,99,291,177,52
"JusufNurkic","203994",2018,205,103,278,345,145,49,NA,NA,NA,91,28
"BrunoCaboclo","203998",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
"NikolaJokic","203999",2018,126,114,329,265,112,91,NA,28,24,198,54
"KristapsPorzingis","204001",2018,61,66,273,186,41,83,11,131,15,144,91
"TylerJohnson","204020",2018,34,31,NA,NA,13,129,145,61,189,220,15
"JackCooley","204022",2018,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"TimFrazier","204025",2018,NA,26,NA,NA,NA,42,18,NA,76,47,19
"TarikBlack","204028",2018,40,22,NA,66,31,NA,NA,NA,NA,13,NA
"TravisWear","204037",2018,NA,NA,NA,NA,NA,17,NA,NA,NA,38,NA
"LangstonGalloway","204038",2018,NA,12,NA,NA,NA,46,70,79,56,92,NA
"JoeIngles","204060",2018,15,38,NA,NA,NA,114,79,141,219,244,49
"OmariJohnson","204179",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
"T.J.McConnell","204456",2018,24,53,NA,NA,NA,100,31,NA,198,105,26
"TysonChandler","2199",2018,60,53,NA,72,79,19,NA,NA,NA,NA,NA
"PauGasol","2200",2018,78,62,132,215,82,45,NA,NA,NA,181,19
"JoeJohnson","2207",2018,NA,NA,92,11,NA,36,NA,16,39,130,57
"ZachRandolph","2216",2018,37,64,293,139,76,41,NA,15,NA,145,99
"TonyParker","2225",2018,11,10,NA,NA,NA,60,27,NA,245,100,31
"Nene","2403",2018,65,23,25,119,26,25,NA,NA,NA,18,19
"LeBronJames","2544",2018,118,141,196,60,64,448,24,19,447,100,521
"CarmeloAnthony","2546",2018,18,62,195,93,51,174,NA,35,147,323,245
"DwyaneWade","2548",2018,71,59,105,NA,20,143,32,NA,278,85,89
"DavidWest","2561",2018,78,46,90,69,42,42,NA,36,NA,77,NA
"ZazaPachulia","2585",2018,112,49,30,62,50,48,NA,NA,NA,24,NA
"KyleKorver","2594",2018,27,38,NA,14,NA,73,70,204,14,114,NA
NA,"267634",2018,NA,28,NA,NA,NA,50,47,12,201,115,14
"DwightHoward","2730",2018,167,123,499,172,198,64,NA,11,NA,82,55
"EmekaOkafor","2731",2018,41,NA,14,16,20,14,NA,NA,NA,NA,NA
"ShaunLivingston","2733",2018,84,31,65,NA,15,107,13,14,35,18,38
"DevinHarris","2734",2018,35,49,NA,NA,NA,92,36,30,141,178,12
"AndreIguodala","2738",2018,41,32,19,NA,19,111,23,18,23,109,23
"AlJefferson","2744",2018,31,NA,98,56,22,NA,NA,NA,NA,12,NA
"JRSmith","2747",2018,12,43,NA,14,NA,125,53,99,69,204,69
"JameerNelson","2749",2018,NA,20,NA,NA,NA,41,26,NA,107,71,17
"TonyAllen","2754",2018,27,12,NA,NA,14,30,NA,NA,NA,21,NA
"TrevorAriza","2772",2018,16,33,NA,29,17,195,31,75,35,286,16
"AndrewBogut","101106",2019,11,10,NA,NA,11,NA,NA,NA,NA,NA,NA
"MarvinWilliams","101107",2019,52,44,47,106,43,101,NA,36,NA,296,NA
"ChrisPaul","101108",2019,NA,60,48,NA,12,103,39,NA,348,62,275
"RaymondFelton","101109",2019,NA,NA,NA,NA,NA,26,NA,NA,69,35,12
"GeraldGreen","101123",2019,13,27,NA,19,13,100,37,94,45,284,23
"IanMahinmi","101133",2019,36,21,NA,28,34,10,NA,NA,NA,15,NA
"CJMiles","101139",2019,NA,10,NA,NA,NA,68,31,72,22,115,NA
"ErsanIlyasova","101141",2019,64,36,17,56,64,63,11,14,NA,130,NA
"LouWilliams","101150",2019,14,59,NA,NA,22,183,104,40,833,126,140
"AmirJohnson","101161",2019,52,35,NA,27,34,26,NA,NA,NA,36,NA
"MarcinGortat","101162",2019,50,38,25,82,40,15,NA,NA,NA,NA,NA
"JoseCalderon","101181",2019,NA,NA,NA,NA,NA,12,20,NA,71,41,NA
"JahlilOkafor","1626143",2019,62,23,108,70,57,59,NA,NA,NA,21,44
"EmmanuelMudiay","1626144",2019,23,41,27,NA,22,173,85,20,327,159,76
"TyusJones","1626145",2019,12,37,NA,NA,NA,93,27,NA,219,91,34
"MontrezlHarrell","1626149",2019,205,96,232,278,142,148,NA,NA,20,35,37
"AndrewHarrison","1626150",2019,NA,NA,NA,NA,NA,NA,NA,NA,17,12,12
"DelonWright","1626153",2019,29,55,NA,NA,31,145,27,NA,242,114,45
"SamDekker","1626155",2019,37,NA,NA,12,29,60,19,NA,NA,88,NA
"D'AngeloRussell","1626156",2019,27,69,20,NA,21,208,102,57,920,215,199
"Karl-AnthonyTowns","1626157",2019,72,118,527,247,195,121,NA,58,NA,249,146
"RichaunHolmes","1626158",2019,97,51,29,161,79,42,NA,NA,NA,11,18
"JustiseWinslow","1626159",2019,40,53,10,NA,26,155,54,11,290,277,35
"WillieCauley-Stein","1626161",2019,172,60,115,256,82,123,NA,NA,NA,54,64
"KellyOubre Jr.","1626162",2019,52,47,NA,NA,59,242,60,72,170,303,33
"FrankKaminsky","1626163",2019,33,22,25,99,20,30,NA,NA,NA,133,NA
"DevinBooker","1626164",2019,47,80,68,NA,19,336,84,150,589,116,213
"CameronPayne","1626166",2019,NA,11,NA,NA,NA,30,16,NA,101,71,21
"MylesTurner","1626167",2019,139,65,116,349,63,69,NA,NA,NA,144,16
"TreyLyles","1626168",2019,40,24,88,109,33,62,18,34,22,158,29
"StanleyJohnson","1626169",2019,NA,20,12,NA,13,140,20,NA,57,197,43
"JerianGrant","1626170",2019,NA,24,NA,NA,NA,26,18,NA,94,89,23
"BobbyPortis","1626171",2019,53,31,127,152,87,88,NA,NA,NA,164,29
"KevonLooney","1626172",2019,173,44,NA,37,100,34,NA,NA,NA,32,11
"ChristianWood","1626174",2019,11,NA,NA,16,10,23,NA,NA,NA,30,12
"RondaeHollis-Jefferson","1626178",2019,95,24,43,105,47,122,NA,NA,16,151,25
"TerryRozier","1626179",2019,14,40,NA,NA,12,149,48,83,169,190,62
"NormanPowell","1626181",2019,13,27,NA,NA,NA,111,22,38,121,130,28
"ChassonRandle","1626184",2019,20,19,NA,NA,NA,45,17,10,69,84,19
"QuinnCook","1626188",2019,18,31,NA,NA,13,79,37,55,133,97,30
"PatConnaughton","1626192",2019,56,NA,NA,12,19,66,37,38,19,132,11
"WillyHernangomez","1626195",2019,75,38,44,127,78,18,NA,NA,NA,22,NA
"JoshRichardson","1626196",2019,48,59,14,NA,22,139,174,73,393,276,30
"TreveonGraham","1626203",2019,12,NA,NA,NA,NA,27,NA,NA,NA,141,NA
"LarryNance Jr.","1626204",2019,107,77,50,107,93,65,NA,NA,16,105,12
"MarioHezonja","1626209",2019,52,23,13,NA,14,112,24,10,152,148,48
"RoyceO'Neale","1626220",2019,27,19,NA,NA,NA,112,20,NA,22,210,NA
"CristianoFelicio","1626245",2019,47,22,15,72,46,20,NA,NA,NA,12,NA
"BobanMarjanovic","1626246",2019,63,42,103,54,79,10,NA,NA,NA,11,NA
"SalahMejri","1626257",2019,24,18,NA,33,22,12,NA,NA,NA,30,NA
"WaltLemon Jr.","1627215",2019,NA,NA,NA,NA,NA,16,NA,NA,44,10,NA
"JulianWashburn","1627395",2019,NA,NA,NA,NA,NA,11,NA,NA,NA,22,NA
"BenSimmons","1627732",2019,215,152,266,17,96,373,12,NA,178,41,72
"DraganBender","1627733",2019,30,20,13,50,20,27,NA,NA,NA,86,NA
"DomantasSabonis","1627734",2019,182,98,155,301,125,50,NA,NA,NA,66,NA
"MalikBeasley","1627736",2019,36,23,NA,NA,16,201,102,56,97,272,14
"MarqueseChriss","1627737",2019,34,11,10,26,20,23,NA,NA,NA,57,NA
"KrisDunn","1627739",2019,NA,30,16,NA,NA,73,22,NA,331,106,39
"HenryEllenson","1627740",2019,NA,NA,16,NA,NA,15,NA,NA,NA,45,NA
"BuddyHield","1627741",2019,56,82,NA,NA,60,411,127,186,259,296,91
"BrandonIngram","1627742",2019,52,29,88,NA,21,185,36,45,251,128,140
"DamianJones","1627745",2019,36,11,NA,24,11,10,NA,NA,NA,NA,NA
"CarisLeVert","1627747",2019,29,14,NA,NA,13,69,25,17,229,94,111
"JamalMurray","1627750",2019,73,73,NA,28,31,181,218,100,433,159,110
"JakobPoeltl","1627751",2019,97,35,33,78,101,20,NA,NA,NA,12,NA
"TaureanPrince","1627752",2019,18,35,NA,NA,14,165,74,40,141,198,42
"JaylenBrown","1627759",2019,53,30,80,NA,42,292,47,31,58,315,29
"DeAndre'Bembry","1627761",2019,65,46,NA,NA,28,180,74,15,165,207,22
"MalcolmBrogdon","1627763",2019,39,32,NA,NA,30,193,59,42,171,250,76
"CheickDiallo","1627767",2019,86,35,NA,88,43,61,NA,NA,NA,24,NA
"DanielHamilton","1627772",2019,NA,NA,NA,NA,NA,15,NA,NA,13,30,NA
"JakeLayman","1627774",2019,79,19,15,NA,28,71,27,58,26,160,NA
"PatrickMcCaw","1627775",2019,NA,NA,NA,NA,NA,21,NA,NA,10,23,NA
"WayneSelden","1627782",2019,11,18,NA,NA,13,117,48,18,116,193,31
"PascalSiakam","1627783",2019,72,58,148,85,63,314,32,12,65,253,121
"TroyWilliams","1627786",2019,NA,NA,NA,NA,NA,42,NA,NA,NA,35,NA
"FurkanKorkmaz","1627788",2019,10,22,NA,NA,11,56,33,18,19,115,NA
"TimotheLuwawu-Cabarrot","1627789",2019,15,NA,NA,NA,NA,39,15,11,10,95,NA
"AnteZizic","1627790",2019,81,28,104,99,90,33,NA,NA,NA,10,NA
"YogiFerrell","1627812",2019,10,24,NA,NA,NA,99,25,17,143,70,22
"DamionLee","1627814",2019,NA,NA,NA,NA,NA,36,13,27,12,36,NA
"AlexPoythress","1627816",2019,11,11,NA,19,17,17,NA,NA,NA,31,NA
"TyroneWallace","1627820",2019,35,10,NA,NA,NA,75,12,NA,64,60,NA
"JuanchoHernangomez","1627823",2019,42,20,14,14,42,52,25,16,NA,152,NA
"IvicaZubac","1627826",2019,129,42,74,113,103,36,NA,NA,NA,NA,NA
"DorianFinney-Smith","1627827",2019,65,33,NA,10,81,103,19,37,42,231,19
"FredVanVleet","1627832",2019,17,37,NA,NA,NA,146,26,33,255,155,57
"AbdelNader","1627846",2019,NA,NA,NA,NA,NA,58,NA,NA,22,121,12
"RyanArcidiacono","1627853",2019,15,35,NA,NA,NA,54,36,NA,191,162,17
"BrynForbes","1627854",2019,NA,35,NA,NA,NA,143,70,51,240,324,23
"DanuelHouse Jr.","1627863",2019,NA,14,NA,NA,NA,77,11,12,13,153,16
"JalenJones","1627883",2019,NA,NA,NA,NA,NA,16,NA,NA,NA,37,NA
"DerrickJones Jr.","1627884",2019,88,27,NA,24,68,72,NA,NA,NA,128,NA
"ShaquilleHarrison","1627885",2019,22,27,NA,NA,17,114,29,NA,121,148,51
"AlexCaruso","1627936",2019,16,21,NA,NA,NA,36,10,NA,102,36,13
"DavidNwaba","1628021",2019,35,15,NA,NA,19,92,NA,NA,13,119,22
"AlfonzoMcKinnie","1628035",2019,51,20,NA,NA,44,57,10,NA,NA,125,NA
"MarkelleFultz","1628365",2019,10,18,NA,NA,11,41,16,NA,67,25,NA
"LonzoBall","1628366",2019,30,42,NA,18,22,132,19,15,141,123,27
"JoshJackson","1628367",2019,46,46,13,NA,41,202,62,44,261,331,59
"De'AaronFox","1628368",2019,20,91,NA,NA,16,424,50,23,613,123,147
"JaysonTatum","1628369",2019,68,45,102,28,34,243,72,88,189,230,162
"MalikMonk","1628370",2019,16,20,NA,NA,NA,131,59,67,131,226,51
"JonathanIsaac","1628371",2019,77,46,22,24,72,103,28,13,27,314,23
"DennisSmith Jr.","1628372",2019,23,51,NA,NA,NA,176,38,31,328,106,77
"FrankNtilikina","1628373",2019,NA,20,NA,NA,NA,40,39,NA,119,90,21
"LauriMarkkanen","1628374",2019,40,37,92,159,51,96,45,64,40,276,59
"DonovanMitchell","1628378",2019,33,95,NA,NA,34,253,160,94,857,231,156
"LukeKennard","1628379",2019,23,24,NA,NA,NA,101,91,24,149,162,19
"ZachCollins","1628380",2019,107,53,73,79,57,35,NA,NA,NA,113,NA
"JohnCollins","1628381",2019,170,71,110,196,151,116,10,NA,NA,177,24
"JustinJackson","1628382",2019,32,11,NA,NA,25,117,37,40,34,230,NA
"OGAnunoby","1628384",2019,32,26,20,NA,42,102,11,NA,21,193,22
"HarryGiles III","1628385",2019,49,34,107,94,53,43,NA,NA,NA,30,46
"JarrettAllen","1628386",2019,209,75,NA,294,117,49,NA,NA,NA,47,NA
"BamAdebayo","1628389",2019,174,97,51,150,100,84,NA,NA,NA,34,13
"TerranceFerguson","1628390",2019,27,21,NA,16,10,139,14,NA,19,231,NA
"D.J.Wilson","1628391",2019,33,20,NA,67,29,44,12,NA,NA,89,NA
"JordanBell","1628395",2019,61,29,12,40,20,36,NA,NA,NA,34,20
"IvanRabb","1628397",2019,60,22,36,51,39,23,NA,NA,NA,34,12
"KyleKuzma","1628398",2019,102,60,91,89,36,305,30,109,120,294,84
"SemiOjeleye","1628400",2019,13,NA,NA,11,11,45,NA,NA,NA,90,NA
"DerrickWhite","1628401",2019,26,36,NA,NA,13,94,38,17,241,194,31
"FrankJackson","1628402",2019,38,21,NA,NA,12,118,42,43,80,150,19
"JoshHart","1628404",2019,28,30,NA,NA,13,183,25,65,30,169,NA
"DwayneBacon","1628407",2019,NA,NA,NA,NA,NA,65,26,15,49,87,32
"WesIwundu","1628411",2019,25,22,NA,NA,25,91,22,NA,53,104,14
"FrankMason III","1628412",2019,10,21,NA,NA,NA,63,NA,NA,87,27,16
"JonahBolden","1628413",2019,21,26,NA,24,18,38,NA,NA,NA,77,NA
"DillonBrooks","1628415",2019,13,NA,NA,NA,NA,21,11,15,29,46,NA
"TylerDorsey","1628416",2019,NA,NA,NA,NA,NA,42,19,21,42,54,14
"JaronBlossomgame","1628417",2019,21,NA,NA,10,20,18,NA,NA,NA,39,NA
"ThomasBryant","1628418",2019,141,40,17,169,76,67,NA,NA,NA,97,NA
"MonteMorris","1628420",2019,52,25,NA,NA,11,143,54,22,277,171,31
"DevinRobinson","1628421",2019,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DamyeanDotson","1628422",2019,16,26,NA,NA,15,130,108,139,131,204,36
"SterlingBrown","1628425",2019,26,19,NA,NA,14,91,28,32,37,116,11
"LukeKornet","1628436",2019,17,15,28,72,21,31,NA,24,NA,110,NA
"KadeemAllen","1628443",2019,NA,12,NA,NA,NA,30,NA,NA,70,45,13
"DanielTheis","1628464",2019,78,25,13,90,48,19,NA,NA,NA,59,NA
"MaxiKleber","1628467",2019,44,34,30,48,39,48,NA,20,NA,200,NA
"AntonioBlakeney","1628469",2019,NA,NA,NA,NA,NA,64,65,10,132,101,68
"TorreyCraig","1628470",2019,55,25,NA,NA,36,101,21,NA,15,167,NA
"IsaiahBriscoe","1628515",2019,NA,10,NA,NA,NA,23,NA,NA,74,42,15
"BillyGarrett","1628656",2019,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA
"RawleAlkins","1628959",2019,NA,NA,NA,NA,NA,10,NA,NA,NA,17,NA
"GraysonAllen","1628960",2019,NA,NA,NA,NA,NA,35,23,19,67,73,NA
"MarvinBagley III","1628963",2019,97,39,225,93,130,152,NA,NA,NA,79,94
"MoBamba","1628964",2019,39,42,26,64,41,17,NA,NA,NA,71,10
"KeitaBates-Diop","1628966",2019,21,15,NA,NA,13,38,12,NA,12,49,NA
"MikalBridges","1628969",2019,51,40,NA,NA,24,162,44,41,50,253,NA
"MilesBridges","1628970",2019,51,35,21,28,36,105,22,NA,24,236,27
"BruceBrown","1628971",2019,45,25,NA,NA,19,83,10,NA,61,122,15
